id,first_name,last_name,middle_name,sex,dob,ssn,region
6582,FRED          ,ANDERSON                 ,F             ,1,19360904,412702311,A536
6583,FRED          ,REECE                    ,BENTON        ,1,19710414,412036747,R200
6584,FRED          ,LEDUC                    ,HASWELL       ,1,19630210,412954935,L320
6585,FRED          ,NIX                      ,LAMAR         ,1,19490930,412884989,N200
6586,FREDA         ,MCIVER                   ,F             ,2,19770320,999999999,M216
6587,FREDA         ,CAMPBELL                 ,BARRETT       ,2,19620119,999999999,C514
6588,FREDA         ,KIRKHAM                  ,BRENDA        ,2,19490410,402472898,K625
6589,FREDDA        ,HULS                     ,X             ,2,19720704,405827805,H420
6590,FREDDIE       ,NOWELL                   ,RIDINGER      ,2,19421211,999999999,N400
6591,FREDDIE       ,CLAY                     ,G             ,2,19881214,404336987,C400
6592,FREDDIE       ,SHIRK                    ,F             ,2,19460613,404115423,S620
6593,FREDDIE       ,MORALES                  ,R             ,1,19750227,412082796,M642
6594,FREDDIE       ,MCGARVEY                 ,DOUSMAN       ,1,19321027,412989317,M261
6595,FREDDIE       ,NIEVES                   ,J             ,1,19561229,412035702,N120
6596,FREDDY        ,BODYFELT                 ,PICKRELL      ,1,19870922,408204678,B314
6597,FREDDY        ,PYEATT                   ,D             ,1,19650419,999999999,P300
6598,FREDERIC      ,WALKER                   ,MOSES         ,1,19870908,412573099,W426
6599,FREDERICK     ,MILLER                   ,K             ,1,19490415,407564108,M460
6600,FREDERICK     ,DAHL                     ,G             ,1,19610926,408277282,D400
6601,FREDERICK     ,HARADA                   ,SHAYLA        ,1,19580729,412449743,H630
6602,FREDERICK     ,PARROW                   ,Y             ,1,19800110,412851803,P600
6603,FREDERICK     ,HARPER                   ,M             ,1,19380506,412699876,H616
6604,FREDERICK     ,WELCH                    ,ADALINE       ,1,19430208,412638570,W420
6605,FREDRICK      ,BAILEY                   ,ESTEVAN       ,1,19370428,408773103,B400
6606,FREDRICK      ,BETTS                    ,KOCK          ,1,19370920,412628193,B320
6607,FREDRICK      ,DURR                     ,T             ,1,19730805,412589040,D600
6608,FREDRICK      ,JENKINS                  ,OTTO          ,1,19710912,412581444,J525
6609,FREDRICK      ,WAINWRIGHT               ,HARTNETT      ,1,19871025,999999999,W562
6610,FREDRICKA     ,WHEATLEY                 ,J             ,2,19350925,402131404,W340
6611,FREEMAN       ,LEE                      ,BEYER         ,1,19391102,412821776,L000
6612,FREIDA        ,LANE                     ,TOMASZEWSKI   ,2,19549999,404123608,L500
6613,FREIDA        ,BAXTER                   ,SANDY         ,2,19410907,405395684,B236
6614,FRIEDA        ,SCHACHERER               ,KENTON        ,2,19731226,402334636,S266
6615,FRIEDA        ,FLORES                   ,L             ,2,19420908,402466984,F462
6616,FRIEDA        ,SIMMONS                  ,DONNY         ,2,19380416,405737143,S552
6617,FRIEDA        ,ENFIELD                  ,E             ,2,19790515,405763776,E514
6618,FRIEDA        ,GREEN                    ,R             ,2,19560114,405426187,G650
6619,FRIEDA        ,MARCHAND                 ,PURVIS        ,2,19830904,999999999,M625
6620,FRIEDA        ,MELTON                   ,H             ,2,19341126,405576883,M435
6621,FRIEDA        ,ENFIELD                  ,E             ,2,19790515,405763776,
6622,FUMIKO        ,ALEXANDER                ,ROSETTA       ,2,19520609,402553644,A425
6623,GABRIEL       ,HEYD                     ,PRESTON       ,2,19790615,404867517,H300
6624,GABRIEL       ,CAFAGNO                  ,MACEY         ,1,19851029,408287703,C125
6625,GABRIEL       ,HERNANDEZ                ,TOOLEY        ,1,19580504,408196755,H655
6626,GABRIEL       ,WOJNICKI                 ,NINA          ,1,19721112,412198587,W252
6627,GABRIEL       ,RAYHEL                   ,NOELLE        ,1,19770301,412951762,R400
6628,GABRIEL       ,ODONNELL                 ,VIDA          ,1,19870508,412219568,O354
6629,GABRIELA      ,JOHNSON                  ,O             ,2,19720307,999999999,J525
6630,GABRIELA      ,TUGGLE                   ,S             ,2,19660927,999999999,T240
6631,GABRIELA      ,MCBRIDE                  ,LONNA         ,2,19550307,403471907,M216
6632,GABRIELLE     ,SNYDER                   ,EMMY          ,2,19720910,401123818,S536
6633,GABRIELLE     ,LEONARD                  ,ERICK         ,2,19431211,402773017,L563
6634,GABRIELLE     ,SERVICE                  ,SAGE          ,2,19670922,403651284,S612
6635,GABRIELLE     ,EVERSON                  ,B             ,2,19680917,403730218,E162
6636,GABRIELLE     ,REOLA                    ,MAMIE         ,2,19670323,404494555,R400
6637,GABRIELLE     ,FAGUNDES                 ,P             ,2,19341226,405415128,F253
6638,GAIL          ,THOMPSON                 ,KERWIN        ,2,19419999,999999999,T512
6639,GAIL          ,WALLACE                  ,R             ,2,19540807,401416742,W420
6640,GAIL          ,OWEN                     ,BEEZLEY       ,2,19631029,402381035,O500
6641,GAIL          ,ARROYO                   ,P             ,2,19370208,402068453,A600
6642,GAIL          ,VARGAS                   ,BARTLE        ,2,99999999,403572264,V622
6643,GAIL          ,ALLEN                    ,ROOKS         ,2,19490731,403061041,A450
6644,GAIL          ,KILPATRICK               ,GENTNER       ,2,19620808,403869523,K413
6645,GAIL          ,HANNON                   ,VIVIAN        ,2,19510527,403330463,H550
6646,GAIL          ,MCNAIR                   ,Z             ,2,19760227,404438628,M256
6647,GAIL          ,BARRON                   ,FICK          ,2,19521101,404682659,B650
6648,GAIL          ,MULLER                   ,FLO           ,2,19810603,404400230,M460
6649,GAIL          ,ELLIS                    ,LYNWOOD       ,2,19461114,404978671,E420
6650,GAIL          ,GIBSON                   ,MAEGAN        ,2,99999999,404648666,G125
6651,GAIL          ,WINN                     ,K             ,2,19650220,405328719,W500
6652,GAIL          ,SMITH                    ,P             ,2,19691107,405417802,S530
6653,GAIL          ,ISRAEL                   ,OLLERTON      ,2,19791014,401460989,
6654,GALE          ,BUENVIAJE                ,BRUNER        ,2,19550720,401632591,B512
6655,GALEN         ,HOPE                     ,KYRA          ,1,99999999,408870421,H100
6656,GALINA        ,ALLEMAN                  ,RONDA         ,2,19630107,405732590,A455
6657,GARLAND       ,REDMOND                  ,X             ,1,19860413,412620370,R355
6658,GARLAND       ,CROWLEY                  ,BOURN         ,1,19610919,412973755,C640
6659,GARNET        ,OBRYANT                  ,BRONSON       ,2,19770804,401159342,O165
6660,GARNET        ,CASTRO                   ,NAPOLITANO    ,2,19350329,402293912,C236
6661,GARNET        ,SALERNO                  ,B             ,2,19660921,405218990,S465
6662,GARNETT       ,FRAZIER                  ,H             ,2,19661225,402205651,F626
6663,GARRETT       ,NAVARRO                  ,J             ,1,19391226,407419957,N160
6664,GARRETT       ,CSENSICH                 ,DANITA        ,1,19500304,408804467,C522
6665,GARRY         ,HALE                     ,D             ,1,19751024,412441036,H400
6666,GARTH         ,LEWIS                    ,PIONTKOWSKI   ,1,19311120,412648866,L200
6667,GARY          ,BARNES                   ,JONNIE        ,1,19830208,407900817,B652
6668,GARY          ,RAGLIN                   ,J             ,1,19691216,407374937,R245
6669,GARY          ,POWERS                   ,DEWHURST      ,1,19790909,407702509,P620
6670,GARY          ,STOKES                   ,BARRON        ,1,19500929,999999999,S322
6671,GARY          ,KOPP                     ,LIBBY         ,1,19670917,407619662,K100
6672,GARY          ,CAPERTON                 ,ENRIQUETA     ,1,19710924,407787521,C163
6673,GARY          ,MCCOVERY                 ,HAASE         ,1,19411012,407605094,M216
6674,GARY          ,SMITH                    ,SHEA          ,1,19761112,999999999,S530
6675,GARY          ,FERGUSON                 ,Q             ,1,19401004,408625792,F622
6676,GARY          ,SPIVEY                   ,BLACKSHEAR    ,1,19551208,408021083,S110
6677,GARY          ,HOWELL                   ,A             ,1,19420219,408725763,H400
6678,GARY          ,DONOVAN                  ,NASON         ,1,19810802,408051352,D515
6679,GARY          ,BECK                     ,JALEN         ,1,99999999,408592802,B200
6680,GARY          ,WOLFE                    ,I             ,1,19580304,408571609,W410
6681,GARY          ,VERA                     ,A             ,1,19371230,408533769,V600
6682,GARY          ,KINSER                   ,DEPPEN        ,1,19440204,409157792,K526
6683,GARY          ,SMITH                    ,C             ,1,19710718,409533292,S530
6684,GARY          ,DAVIS                    ,X             ,1,19899999,409203863,D120
6685,GARY          ,FODDRILL                 ,C             ,1,19540821,409963923,F364
6686,GARY          ,FREDERICK                ,T             ,1,19790627,412471332,F636
6687,GARY          ,LLOYD                    ,PROCTER       ,1,19770726,412229633,L300
6688,GARY          ,FENSTER                  ,N             ,1,19640320,412405377,F523
6689,GARY          ,KNEPP                    ,MONAGHAN      ,1,19500526,412318151,K510
6690,GARY          ,DANIELS                  ,DARRYL        ,1,19570808,412793746,D542
6691,GARY          ,EARLS                    ,M             ,1,19650606,412541687,E642
6692,GARY          ,PAILLANT                 ,HAWES         ,1,19520418,412195605,P453
6693,GARY          ,HOPKINS                  ,O             ,1,19850712,412120841,H125
6694,GARY          ,SMITH                    ,G             ,1,19540718,412906275,S530
6695,GARY          ,PETERMAN                 ,ELENOR        ,1,19830228,412872351,P365
6696,GARY          ,MEDINA                   ,GILLET        ,1,99999999,412618752,M350
6697,GARY          ,PAPPALARDO               ,MITCHENER     ,1,19670822,412117577,P146
6698,GARY          ,HERZOG                   ,ROLAND        ,1,19750326,412128019,H622
6699,GARY          ,CLEMENS                  ,BAYLOR        ,1,19350317,412914230,C455
6700,GARY          ,HOTT                     ,IRVINE        ,1,19880903,999999999,H300
6701,GARY          ,BONANNO                  ,AYERS         ,1,19330807,412487641,B550
6702,GARY          ,GLYNN                    ,JOSE          ,1,19620412,412726533,G450
6703,GARY          ,YORK                     ,W             ,1,19560221,412198512,Y620
6704,GARY          ,BELL                     ,ASKEW         ,1,19580724,409963538,
6705,GAY           ,SHAW                     ,JODI          ,2,19370308,404231435,S000
6706,GAYLA         ,KNIGHT                   ,L             ,2,19381016,402364728,K523
6707,GAYLA         ,LEWIS                    ,BLANDING      ,2,19860730,403253635,L200
6708,GAYLA         ,MCGHEE                   ,VERNICE       ,2,19790309,404564092,M200
6709,GAYLE         ,PLAYER                   ,V             ,2,19610616,401457092,P460
6710,GAYLE         ,REEVES                   ,SCHRAM        ,2,19310221,401666611,R120
6711,GAYLE         ,LUDWIG                   ,PABLO         ,2,19670430,402363251,L320
6712,GAYLE         ,BUCKLEY                  ,SETH          ,2,19800721,999999999,B240
6713,GAYNELL       ,GRIFFIN                  ,DIKES         ,2,19760108,999999999,G615
6714,GEMMA         ,SAVAGE                   ,HELMER        ,2,19330211,401339911,S120
6715,GEMMA         ,MAREK                    ,PURSELL       ,2,19390923,403508850,M620
6716,GENE          ,JARRETT                  ,TANDY         ,2,19880806,401491765,J630
6717,GENE          ,HORAK                    ,H             ,1,19581103,999999999,H620
6718,GENE          ,KING                     ,M             ,1,19380910,412877345,K520
6719,GENE          ,SIMMS                    ,D             ,1,19739999,412828383,S520
6720,GENE          ,PHILLIPS                 ,LEXUS         ,1,19770207,412932319,P412
6721,GENE          ,RODRIGUEZ                ,W             ,2,19550322,401572170,
6722,GENE          ,GARZA                    ,C             ,1,19760312,406131351,
6723,GENEVA        ,STOWE                    ,ETCHINSON     ,2,19460802,401218594,S300
6724,GENEVA        ,ANDERSON                 ,K             ,2,19700810,402646417,A536
6725,GENEVA        ,SCHROEDER                ,              ,2,19840922,403812918,S636
6726,GENEVA        ,FONTENOT                 ,K             ,2,19320710,403888512,F535
6727,GENEVA        ,HEMPHILL                 ,TOPE          ,2,19430222,404550930,H514
6728,GENEVIE       ,KUYKENDALL               ,SHIRLEE       ,2,19330617,404399118,K253
6729,GENEVIEVE     ,BLANFORD                 ,F             ,2,19820204,401822561,B451
6730,GENEVIEVE     ,GUERIN                   ,D             ,2,19580712,401159693,G650
6731,GENEVIEVE     ,BIRK                     ,GENEVA        ,2,19760409,402695316,B620
6732,GENEVIEVE     ,DURAZO                   ,VERNER        ,2,19329999,403228336,D620
6733,GENEVIEVE     ,HOLMES                   ,H             ,2,19451201,403216068,H452
6734,GENEVIEVE     ,COHEE                    ,B             ,2,19890213,404228342,C000
6735,GENEVIEVE     ,SMITH                    ,B             ,2,19590701,405735513,S530
6736,GENEVIEVE     ,COFFMAN                  ,HURLEY        ,2,19380825,999999999,
6737,GENNY         ,CHAMBERS                 ,BAUCOM        ,2,19861126,402927936,C516
6738,GENOVEVA      ,PARKER                   ,AUGUSTINE     ,2,19430124,404787587,P626
6739,GEOFFREY      ,BERGEMANN                ,STUART        ,1,19630613,412382703,B625
6740,GEOFFREY      ,GRIDER                   ,R             ,1,19520207,412909824,G636
6741,GEOFFREY      ,LARO                     ,,1,19550710,406941254,
6742,GEOFFREY      ,RUIZ                     ,G             ,1,19820804,412406313,
6743,GEORGE        ,TYRRELL                  ,              ,2,19400204,404107223,T640
6744,GEORGE        ,TURNER                   ,Q             ,1,19361022,407956603,T656
6745,GEORGE        ,BRADFORD                 ,STARK         ,1,19500922,407186195,B631
